game_title,game_release_date,game_critic_score,game_user_score,video_number,video_total_views,video_total_likes,video_total_dislikes,video_total_favorites,video_total_comments,game_total_critic_reviews,game_total_user_reviews,game_type,game_rating,game_critic_positive_reviews,game_critic_mixed_reviews,game_critic_negative_reviews,game_user_positive_reviews,game_user_mixed_reviews,game_user_negative_reviews,game_name,links,global_sales
Might & Magic: Heroes VI,2011-10-13,77,6,2,1076727,8063,100,0,1720,48,595,"Role-Playing, Strategy, Turn-Based, General, Fantasy, General, Fantasy",T,37,11,0,77,36,36,Might & Magic: Heroes VI,http://www.vgchartz.com/gamedb/?name=Might+&+Magic%3A+Heroes+VI,0.34
Pro Evolution Soccer 2012,2011-09-27,77,6.4,3,156389,624,58,0,124,13,89,"Sports, Traditional, Soccer, Sim",NA,8,5,0,9,2,2, Pro Evolution Soccer 2012,http://www.vgchartz.com/game/51204/pro-evolution-soccer-2012/,0.09
Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,77,5.8,NA,0,0,0,0,0,20,110,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",T,12,8,0,17,11,11,Magic: The Gathering - Duels of the Planeswalkers 2012,http://www.vgchartz.com/gamedb/?name=Magic%3A+The+Gathering+-+Duels+of+the+Planeswalkers+2012,0
The Sims Medieval,2011-03-22,77,6,3,2851,51,1,0,25,56,174,"Simulation, Miscellaneous, General, Virtual, Virtual Life",T,35,21,0,24,13,13, The Sims,http://www.vgchartz.com/game/6478/the-sims/,0.05
From Dust,2011-08-17,76,4.8,1,66240,539,9,0,138,15,365,"Strategy, Adventure, General, General, General",E10+,10,5,0,37,40,40, From Dust,http://www.vgchartz.com/game/49330/from-dust/,0
LEGO Star Wars III: The Clone Wars,2011-03-22,76,7.5,4,26878,263,4,0,67,14,44,"Action Adventure, Sci-Fi, Sci-Fi, General",E10+,10,4,0,4,1,1, LEGO Star Wars III: The Clone Wars,http://www.vgchartz.com/game/48795/lego-star-wars-iii-the-clone-wars/,0.25
Red Orchestra 2: Heroes of Stalingrad,2011-09-13,76,7.3,1,3,0,0,0,0,49,731,"Action, Shooter, Shooter, First-Person, Historic, Historic",M,31,17,1,171,51,51, Red Orchestra 2: Heroes of Stalingrad,http://www.vgchartz.com/game/41133/red-orchestra-2-heroes-of-stalingrad/,0.14
Payday: The Heist,2011-10-20,76,7.8,NA,0,0,0,0,0,17,483,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",M,10,7,0,108,31,31,Payday: The Heist,http://www.vgchartz.com/gamedb/?name=Payday%3A+The+Heist,0
Two Worlds II,2011-02-03,76,6.5,NA,0,0,0,0,0,31,320,"Role-Playing, Third-Person, Third-Person, General, Action RPG",M,19,12,0,31,36,36, Two Worlds II,http://www.vgchartz.com/game/46625/two-worlds-ii/,0.2
Red Faction: Armageddon,2011-06-06,75,6.7,9,265557,1646,33,0,526,29,278,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M,18,11,0,43,30,30, Red Faction: Armageddon,http://www.vgchartz.com/game/47247/red-faction-armageddon/,0.09
Fable III,2011-05-17,75,5.4,36,3829068,29706,963,0,7572,39,562,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",M,23,16,0,33,37,37, Fable III,http://www.vgchartz.com/game/46925/fable-iii/,0.32
Alice: Madness Returns,2011-06-14,75,8.4,NA,0,0,0,0,0,29,569,"Action Adventure, Adventure, General, Horror, Horror, Survival",M,17,12,0,105,26,26, Alice: Madness Returns,http://www.vgchartz.com/game/33814/alice-madness-returns/,0.12
The Next Big Thing,2011-04-21,75,7.9,NA,0,0,0,0,0,30,36,"Adventure, General, General",E10+,20,10,0,4,0,0,The Next Big Thing,http://www.vgchartz.com/gamedb/?name=The+Next+Big+Thing,0.06
Back to the Future: The Game - Episode II: Get Tannen!,2011-02-17,74,7.3,5,430139,4033,53,0,797,21,35,"Action Adventure, Adventure, Sci-Fi, Sci-Fi, 3D, Third-Person",RP,12,8,1,4,3,3, Back to the Future: The Game - Episode II: Get Tannen!,http://www.vgchartz.com/gamedb/?name=+Back+to+the+Future%3A+The+Game+-+Episode+II%3A+Get+Tannen!,NA
Edge,2011-08-11,74,7.6,5,341334,2328,74,0,391,12,46,"Action, Miscellaneous, Puzzle, Platformer, Puzzle, General, Puzzle, 3D, General",NA,6,6,0,7,5,5,Edge,http://www.vgchartz.com/gamedb/?name=Edge,0
Magicka,2011-02-15,74,7.6,2,126645,844,12,0,354,44,608,"Action Adventure, Fantasy, General, Fantasy",T,26,17,1,107,43,43, Magicka,http://www.vgchartz.com/game/47301/magicka/,0.03
"Warhammer 40,000: Space Marine",2011-09-05,74,7.4,7,25215,188,10,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Warhammer 40,http://www.vgchartz.com/game/20078/warhammer-40000-dawn-of-war-ii/,0.47
F.E.A.R. 3,2011-06-21,74,5.9,4,15678,112,3,0,19,34,426,"Modern, Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,20,14,0,29,45,45, F.E.A.R. 3,http://www.vgchartz.com/game/40828/fear-3/,0.15
Deus Ex: Human Revolution - The Missing Link,2011-10-18,73,7.4,3,55954,675,9,0,99,14,214,"Action Adventure, Sci-Fi, Sci-Fi, General",M,7,7,0,16,12,12, Deus Ex: Human Revolution,http://www.vgchartz.com/game/43322/deus-ex-human-revolution/,0.59
LEGO Pirates of the Caribbean: The Video Game,2011-05-24,73,6.7,NA,0,0,0,0,0,11,19,"Action Adventure, Fantasy, General, Fantasy",E10+,NA,NA,NA,NA,NA,NA, LEGO Pirates of the Caribbean: The Video Game,http://www.vgchartz.com/game/48621/lego-pirates-of-the-caribbean-the-video-game/,0.04
The Blackwell Deception,2011-10-12,73,8.5,NA,0,0,0,0,0,10,39,"Adventure, General, General",NA,5,5,0,3,0,0,The Blackwell Deception,http://www.vgchartz.com/gamedb/?name=The+Blackwell+Deception,NA
Solar 2,2011-06-17,72,7.1,5,22514,236,9,0,55,8,69,"Action, General, General",NA,6,1,1,5,11,11,Solar 2,http://www.vgchartz.com/gamedb/?name=Solar+2,0
Serious Sam 3: BFE,2011-11-22,72,8.2,NA,0,0,0,0,0,53,587,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",NA,27,26,0,163,27,27, Serious Sam 3: BFE,http://www.vgchartz.com/game/51615/serious-sam-3-bfe/,0.08
Blocks That Matter,2011-08-19,72,7.3,41,412068,2695,39,0,579,8,57,"Action, General, General, Platformer, 2D",NA,5,3,0,9,7,7, Blocks That Matter,http://www.vgchartz.com/gamedb/?name=+Blocks+That+Matter,NA
DC Universe Online,2011-01-11,72,6.8,NA,0,0,0,0,0,27,242,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T,13,13,1,52,20,20, DC Universe Online,http://www.vgchartz.com/game/47159/dc-universe-online/,0.23
Dishonored,2012-10-08,91,8.4,2,6282,64,1,0,11,29,3499,"Action Adventure, Modern, General, Modern",M,29,0,0,436,126,126, Dishonored,http://www.vgchartz.com/game/52943/dishonored/,0.52
Mark of the Ninja,2012-10-16,91,8,NA,0,0,0,0,0,14,981,"Action, Platformer, Platformer, 2D, 2D",M,14,0,0,119,12,12,Mark of the Ninja,http://www.vgchartz.com/gamedb/?name=Mark+of+the+Ninja,0
Guild Wars 2,2012-08-28,90,8.1,1,102406,626,30,0,32,69,2881,"General, Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T,68,1,0,641,135,135, Guild Wars 2,http://www.vgchartz.com/game/37350/guild-wars-2/,2.37
The Walking Dead: A Telltale Games Series,2012-04-24,89,8.7,4,6390,73,1,0,9,14,2282,"Compilation, Miscellaneous, Adventure, Compilation, Point-and-Click",NA,14,0,0,297,36,36,The Walking Dead: A Telltale Games Series,NA,0.03
Borderlands 2,2012-09-17,89,8.2,1,42,1,0,0,0,38,2514,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,37,1,0,373,84,84, Borderlands 2,http://www.vgchartz.com/game/55599/borderlands-2/,0.93
XCOM: Enemy Unknown,2012-10-08,89,8.2,1,65433,346,11,0,85,57,2254,"Strategy, Turn-Based, General, Sci-Fi, Sci-Fi, General",M,56,1,0,354,119,119, XCOM: Enemy Unknown,http://www.vgchartz.com/game/70978/xcom-enemy-unknown/,0.73
Mass Effect 3,2012-03-06,89,5.6,NA,0,0,0,0,0,23,5963,"Role-Playing, Action RPG, Action RPG",M,23,0,0,620,318,318, Mass Effect 3,http://www.vgchartz.com/game/44119/mass-effect-3/,0.97
Far Cry 3,2012-12-04,88,8.3,5,55215,446,7,0,126,43,3246,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,42,1,0,435,111,111, Far Cry 3,http://www.vgchartz.com/game/51769/far-cry-3/,0.97
Torchlight II,2012-09-20,88,8.6,5,7370,80,1,0,11,67,1883,"Role-Playing, Action RPG, Action RPG",NA,66,1,0,419,49,49, Torchlight II,http://www.vgchartz.com/game/46849/torchlight-ii/,0
Diablo III,2012-05-15,88,4,1,116,1,0,0,1,86,9316,"Role-Playing, Action RPG, Action RPG",M,81,4,1,NA,503,503, Diablo III,http://www.vgchartz.com/game/24178/diablo-iii/,5.2
Max Payne 3,2012-05-31,87,7.7,NA,0,0,0,0,0,30,2239,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M,28,2,0,266,106,106, Max Payne 3,http://www.vgchartz.com/game/29385/max-payne-3/,0.44
Total War: Shogun 2 - Fall of the Samurai,2012-03-23,86,8.5,1,10,0,0,0,0,45,353,"Strategy, Turn-Based, Historic, Historic",T,44,1,0,43,8,8, Total War: Shogun 2 - Fall of the Samurai,http://www.vgchartz.com/game/70570/total-war-shogun-2-fall-of-the-samurai/,0.2
Black Mesa,2012-09-14,86,8.9,3,83167,597,7,0,97,9,573,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",NA,9,0,0,88,5,5, Black Mesa,http://www.vgchartz.com/gamedb/?name=+Black+Mesa,NA
FIFA Soccer 13,2012-09-25,86,6.6,NA,0,0,0,0,0,7,289,"Sports, Traditional, Team, Soccer, Sim, Sim",E,7,0,0,17,9,9, FIFA Soccer 13,http://www.vgchartz.com/game/70739/fifa-soccer-13/,0.4
Tribes: Ascend,2012-04-12,86,7.8,NA,0,0,0,0,0,30,586,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi",T,29,1,0,149,14,14,Tribes: Ascend,http://www.vgchartz.com/gamedb/?name=Tribes%3A+Ascend,0
Rayman Origins,2012-03-29,86,8.4,NA,0,0,0,0,0,11,347,"Action, Platformer, Platformer, 2D, 2D",E10+,11,0,0,50,3,3, Rayman Origins,http://www.vgchartz.com/game/70541/rayman-origins/,0.08
Hotline Miami,2012-10-23,85,8.5,4,571998,3286,53,0,492,51,1184,"Action, Action Adventure, General, General, Linear",M,48,2,1,186,30,30,Hotline Miami,http://www.vgchartz.com/gamedb/?name=Hotline+Miami,0
Out of the Park Baseball 13,2012-04-09,85,8.2,NA,0,0,0,0,0,8,83,"Sports, Traditional, Team, Baseball, Sim, Sim",NA,7,1,0,40,0,0,Out of the Park Baseball 13,http://www.vgchartz.com/gamedb/?name=Out+of+the+Park+Baseball+13,NA
Dark Souls: Prepare to Die Edition,2012-08-23,85,7.6,9,354658,2008,68,0,380,42,2022,"Role-Playing, Action RPG, Action RPG",M,36,5,1,356,59,59, Dark Souls,http://www.vgchartz.com/game/70899/dark-souls/,0.07
Pinball FX 2,2012-10-27,84,7.9,4,125623,883,35,0,109,7,79,"Action, Miscellaneous, Parlor, Pinball, Pinball",E,7,0,0,24,4,4,Pinball FX 2,http://www.vgchartz.com/gamedb/?name=Pinball+FX+2,0
PlanetSide 2,2012-11-20,84,7,1,151102,978,40,0,248,42,1290,"Role-Playing, Sci-Fi, Massively Multiplayer Online, Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T,38,4,0,267,104,104,PlanetSide 2,http://www.vgchartz.com/gamedb/?name=PlanetSide+2,0
FTL: Faster Than Light,2012-09-14,84,8.4,2,100629,627,15,0,72,42,1332,"Simulation, Sci-Fi, Space, Small Spaceship, Small Spaceship, Combat",NA,41,1,0,261,33,33,FTL: Faster Than Light,http://www.vgchartz.com/gamedb/?name=FTL%3A+Faster+Than+Light,0
Alan Wake,2012-02-16,83,8,NA,0,0,0,0,0,30,1496,"Action Adventure, Modern, Horror, Horror, Survival",T,27,3,0,171,64,64, Alan Wake,http://www.vgchartz.com/game/13818/alan-wake/,0.07
Superbrothers: Sword & Sworcery EP,2012-04-16,83,6.4,NA,0,0,0,0,0,10,211,"Adventure, General, General",NA,7,3,0,24,15,15,Superbrothers: Sword & Sworcery EP,http://www.vgchartz.com/gamedb/?name=Superbrothers%3A+Sword+&+Sworcery+EP,NA
Sins of a Solar Empire: Rebellion,2012-06-12,82,7.8,1,12,1,0,0,0,24,255,"Strategy, General, General",T,20,4,0,55,9,9, Sins of a Solar Empire,http://www.vgchartz.com/game/15876/sins-of-a-solar-empire/,0.03
Borderlands 2: Mr. Torgue's Campaign of Carnage,2012-11-20,82,7.3,NA,0,0,0,0,0,8,73,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,7,1,0,7,4,4, Borderlands 2,http://www.vgchartz.com/game/55599/borderlands-2/,0.93
Crusader Kings II,2012-02-14,82,8.8,NA,0,0,0,0,0,31,752,"Strategy, Real-Time, Historic, General, Historic",T,27,4,0,171,9,9, Crusader Kings II,http://www.vgchartz.com/game/51958/crusader-kings-ii/,0
World of Warcraft: Mists of Pandaria,2012-09-25,82,4.9,3,6952675,7957,2831,0,783,42,1221,"Fantasy, Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",T,38,4,0,143,35,35, World of Warcraft: Mists of Pandaria,http://www.vgchartz.com/game/65124/world-of-warcraft-mists-of-pandaria/,1.82
Botanicula,2012-04-19,82,8.3,2,46263,293,14,0,65,38,342,"Adventure, General, Third-Person, General, Point-and-Click, Fantasy",NA,32,6,0,51,8,8, Botanicula,http://www.vgchartz.com/game/65018/botanicula/,0.03
To the Moon,2012-09-07,81,9,NA,0,0,0,0,0,26,1098,"Role-Playing, Adventure, General, General, General",NA,22,4,0,203,16,16,To the Moon,http://www.vgchartz.com/gamedb/?name=To+the+Moon,0
Darksiders II,2012-08-13,81,8,2,1051,14,0,0,5,23,649,"Action Adventure, Modern, Fantasy, Fantasy, Open-World",M,21,2,0,86,28,28, Darksiders II,http://www.vgchartz.com/game/70583/darksiders-ii/,0.15
Lone Survivor,2012-04-23,81,7.3,27,828303,5927,151,0,1912,24,138,"Action Adventure, Horror, Horror, Survival",NA,20,4,0,24,5,5,Lone Survivor,http://www.vgchartz.com/gamedb/?name=Lone+Survivor,NA
The Cat Lady,2012-12-07,81,8.8,NA,0,0,0,0,0,11,180,"Adventure, General, General",NA,9,2,0,37,4,4,The Cat Lady,http://www.vgchartz.com/gamedb/?name=The+Cat+Lady,NA
Vessel,2012-03-01,81,7.9,5,81702,726,9,0,174,26,109,"Action, Platformer, Platformer, 2D, 2D",E,22,4,0,18,7,7,Vessel,http://www.vgchartz.com/gamedb/?name=Vessel,0
Kingdoms of Amalur: Reckoning,2012-02-07,81,6.6,3,139612,1124,9,0,256,25,1097,"Role-Playing, PC-style RPG, Action RPG",M,22,3,0,198,98,98, Kingdoms of Amalur: Reckoning,http://www.vgchartz.com/game/46226/kingdoms-of-amalur-reckoning/,0.3
Sleeping Dogs,2012-08-13,81,8.2,1,29444,149,4,0,12,23,1231,"Modern, Action Adventure, Modern, Open-World",M,18,5,0,188,51,51, Sleeping Dogs,http://www.vgchartz.com/game/70487/sleeping-dogs/,0.12
Pro Evolution Soccer 2013,2012-09-25,80,6.9,1,564,3,0,0,0,8,185,"Sports, Traditional, Team, Soccer, Sim, Sim",E,6,2,0,17,3,3, Pro Evolution Soccer 2013,http://www.vgchartz.com/game/71107/pro-evolution-soccer-2013/,0.08
Assassin's Creed III,2012-11-20,80,6.2,NA,0,0,0,0,0,21,1524,"Action Adventure, Historic, Historic, Open-World",M,18,2,1,114,113,113, Assassin's Creed III,http://www.vgchartz.com/game/70619/assassins-creed-iii/,0.93
La-Mulana (Remake),2012-07-13,80,7.1,1,107288,1229,9,0,73,9,67,"Action, Platformer, 2D",NA,8,1,0,12,1,1,La-Mulana (Remake),http://www.vgchartz.com/gamedb/?name=La-Mulana+(Remake),NA
Natural Selection 2,2012-10-30,80,8.4,5,109767,727,16,0,220,28,621,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",NA,24,4,0,176,27,27,Natural Selection 2,http://www.vgchartz.com/gamedb/?name=Natural+Selection+2,NA
Stealth Bastard Deluxe,2012-11-28,80,8.2,NA,0,0,0,0,0,10,64,"Action, Platformer, Platformer, 2D, 2D",NA,9,1,0,4,1,1,Stealth Bastard Deluxe,http://www.vgchartz.com/gamedb/?name=Stealth+Bastard+Deluxe,NA
FLY'N,2012-11-09,80,8.2,NA,0,0,0,0,0,7,58,"Miscellaneous, Puzzle, General, Puzzle, General",NA,6,1,0,17,2,2,FLY'N,http://www.vgchartz.com/gamedb/?name=FLY'N,NA
Dustforce,2012-01-17,79,7.9,NA,0,0,0,0,0,35,101,"Action, Platformer, Platformer, 2D, 2D",NA,27,7,1,22,5,5,Dustforce,NA,NA
Hitman: Absolution,2012-11-19,79,7,1,24,0,0,0,0,26,1345,"Action Adventure, Modern, General, Modern",M,18,8,0,121,96,96, Hitman: Absolution,http://www.vgchartz.com/game/50955/hitman-absolution/,0.25
Street Fighter X Tekken,2012-05-11,79,6.4,1,547,2,0,0,0,8,134,"Action, Fighting, Fighting, 3D, 2D, 3D",T,6,2,0,10,10,10, Street Fighter X Tekken,http://www.vgchartz.com/game/64675/street-fighter-x-tekken/,0.02
Chivalry: Medieval Warfare,2012-10-16,79,7.8,NA,0,0,0,0,0,24,893,"Action, Strategy, General, General, General",NA,19,5,0,189,61,61,Chivalry: Medieval Warfare,http://www.vgchartz.com/gamedb/?name=Chivalry%3A+Medieval+Warfare,0
Rift: Storm Legion,2012-11-13,79,7.8,1,69,1,0,0,0,15,73,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T,11,4,0,14,1,1,Rift: Storm Legion,http://www.vgchartz.com/gamedb/?name=Rift%3A+Storm+Legion,NA
Need for Speed: Most Wanted - A Criterion Game,2012-10-30,78,4.4,21,285893,1526,121,0,299,14,730,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",E10+,11,3,0,42,45,45, Need for Speed: Most Wanted,http://www.vgchartz.com/game/15237/need-for-speed-most-wanted/,0.29
Baldur's Gate: Enhanced Edition,2012-11-28,78,6.7,28,1874450,28701,1490,0,5893,39,352,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style",T,29,9,1,35,22,22, Baldur's Gate,http://www.vgchartz.com/game/7300/baldurs-gate/,0
Transformers: Fall of Cybertron,2012-08-20,78,7.9,38,4792288,35719,675,0,7256,13,122,"Action, General, General, Shooter, Third-Person, Arcade",T,9,4,0,16,4,4, Transformers: Fall of Cybertron,http://www.vgchartz.com/game/70351/transformers-fall-of-cybertron/,0.01
Chaos on Deponia,2012-11-06,78,8.3,24,943695,6872,178,0,1112,31,174,"Adventure, General, General",NA,24,7,0,10,2,2,Chaos on Deponia,http://www.vgchartz.com/gamedb/?name=Chaos+on+Deponia,0
Tropico 4: Modern Times,2012-03-29,78,8,30,2982306,19030,314,0,3555,11,58,"Strategy, Tycoon, Management, Tycoon, Government",T,8,3,0,7,2,2, Tropico 4: Modern Times,http://www.vgchartz.com/game/70577/tropico-4-modern-times/,0.02
Deadlight,2012-10-25,78,7.4,3,79774,556,8,0,63,7,534,"Action, General, Platformer, Platformer, 2D, 2D",M,5,2,0,31,49,49,Deadlight,NA,NA
Giana Sisters: Twisted Dreams,2012-10-22,77,7.8,2,94874,1502,36,0,298,21,164,"Action, Platformer, Platformer, 2D, 2D",NA,15,5,1,29,7,7,Giana Sisters: Twisted Dreams,http://www.vgchartz.com/gamedb/?name=Giana+Sisters%3A+Twisted+Dreams,0
Thomas Was Alone,2012-06-30,77,8.1,17,1669435,11015,213,0,2328,17,319,"Action, Platformer, Platformer, 2D, 2D",NA,13,4,0,65,11,11,Thomas Was Alone,http://www.vgchartz.com/gamedb/?name=Thomas+Was+Alone,0
Endless Space,2012-07-04,77,7.4,3,7755,45,2,0,8,36,517,"Strategy, Turn-Based, General, 4X",T,27,8,1,80,55,55, Endless Space,http://www.vgchartz.com/game/74508/endless-space/,0
The Darkness II,2012-02-06,77,7.6,18,840817,6709,173,0,917,20,453,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,15,5,0,58,17,17, The Darkness II,http://www.vgchartz.com/game/50102/the-darkness-ii/,0.14
TERA,2012-05-01,77,6.9,16,1168674,7169,84,0,961,41,746,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",M,28,13,0,198,55,55, TERA,http://www.vgchartz.com/game/44073/tera/,0.42
Magic: The Gathering - Duels of the Planeswalkers 2013,2012-06-20,77,6.9,9,356006,2770,56,0,694,11,99,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",T,7,4,0,10,5,5,Magic: The Gathering - Duels of the Planeswalkers 2013,http://www.vgchartz.com/gamedb/?name=Magic%3A+The+Gathering+-+Duels+of+the+Planeswalkers+2013,NA
Resonance,2012-06-19,76,7.9,30,64973,467,5,0,47,35,101,"Adventure, General, Point-and-Click",NA,23,12,0,20,3,3,Resonance,http://www.vgchartz.com/gamedb/?name=Resonance,NA
Miasmata,2012-11-28,76,7.7,15,430451,3175,56,0,731,21,113,"Adventure, First-Person, Sci-Fi",NA,12,9,0,31,4,4,Miasmata,http://www.vgchartz.com/gamedb/?name=Miasmata,NA
Spec Ops: The Line,2012-06-25,76,8.2,4,74347,575,19,0,155,16,1258,"Action, Shooter, Shooter, Third-Person, Tactical, Modern, Modern",M,9,7,0,193,51,51, Spec Ops: The Line,http://www.vgchartz.com/game/41816/spec-ops-the-line/,0.23
Ys Origin,2012-05-31,76,8.4,1,124,0,0,0,0,7,105,"Role-Playing, Action RPG, Action RPG",NA,4,3,0,26,1,1,Ys Origin,http://www.vgchartz.com/gamedb/?name=Ys+Origin,0
Prototype 2,2012-07-24,76,6.4,3,177378,1588,14,0,444,12,400,"Action Adventure, Sci-Fi, Sci-Fi, Open-World",M,9,3,0,27,20,20,Prototype 2,http://www.vgchartz.com/gamedb/?name=Prototype,0.12
Dear Esther,2012-02-14,75,6.6,3,2565,31,0,0,6,37,677,"Adventure, 3D, First-Person, Fantasy, Fantasy",NA,29,5,3,114,48,48,Dear Esther,http://www.vgchartz.com/gamedb/?name=Dear+Esther,0
Tiny & Big: Grandpa's Leftovers,2012-06-19,75,7.4,41,2150128,13849,289,0,3641,30,95,"Adventure, General, General",NA,20,10,0,8,15,15,Tiny & Big: Grandpa's Leftovers,NA,NA
Edna & Harvey: Harvey's New Eyes,2012-10-16,75,8.1,4,2836,27,3,0,7,19,69,"Adventure, General, General, Point-and-Click",NA,11,8,0,4,2,2, Edna & Harvey: Harvey's New Eyes,http://www.vgchartz.com/game/64151/edna-amp-harvey-harveys-new-eyes/,0.08
Scribblenauts Unlimited,2012-11-19,75,7.9,NA,0,0,0,0,0,14,162,"Puzzle, Action, Platformer, Platformer, 2D, 2D",E,7,7,0,19,8,8,Scribblenauts Unlimited,http://www.vgchartz.com/gamedb/?name=Scribblenauts+Unlimited,NA
Blacklight: Retribution,2012-04-03,75,7.5,5,39238,373,15,0,54,20,352,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",NA,14,6,0,70,22,22, Blacklight: Retribution,http://www.vgchartz.com/gamedb/?name=+Blacklight%3A+Retribution,NA
Warp,2012-03-13,75,5.9,NA,0,0,0,0,0,9,46,"Action, General, General",M,5,4,0,5,4,4,Warp,http://www.vgchartz.com/gamedb/?name=Warp,0
Mass Effect 3: Leviathan,2012-08-28,75,6.7,1,1058,17,0,0,0,7,165,"Role-Playing, Action RPG, Action RPG",M,5,2,0,7,8,8, Mass Effect 3,http://www.vgchartz.com/game/44119/mass-effect-3/,0.97
Symphony,2012-08-06,75,7.8,26,839962,7486,100,0,1757,13,47,"Miscellaneous, General, General",NA,8,5,0,12,2,2,Symphony,NA,NA
Deponia,2012-08-06,74,8.1,11,358289,2776,32,0,349,33,322,"Adventure, General, General",NA,20,13,0,29,16,16, Deponia,http://www.vgchartz.com/game/38758/deponia/,0.15
King's Bounty: Warriors of the North,2012-10-25,74,7,22,1083106,8189,134,0,2290,14,87,"Strategy, Turn-Based, Fantasy, General, Fantasy",NA,8,6,0,3,3,3,King's Bounty: Warriors of the North,http://www.vgchartz.com/gamedb/?name=King's+Bounty%3A+Warriors+of+the+North,NA
BioShock Infinite,2013-03-25,94,8.6,2,72118,472,16,0,50,68,7403,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,68,0,0,NA,294,294, BioShock Infinite,http://www.vgchartz.com/game/46735/bioshock-infinite/,0.67
Fez,2013-05-01,91,6.6,18,449285,2658,35,0,368,11,1059,"Action, Platformer, Platformer, 2D, 2D",E,11,0,0,101,31,31,Fez,http://www.vgchartz.com/gamedb/?name=Fez,0
Spelunky,2013-08-08,90,7.3,3,318,0,4,0,1,9,457,"Action, Platformer, Platformer, 2D, 2D",NA,9,0,0,47,7,7,Spelunky,http://www.vgchartz.com/gamedb/?name=Spelunky,0
Brothers: A Tale of Two Sons,2013-09-03,90,8.6,21,366908,3192,94,0,1391,9,1240,"Action Adventure, Fantasy, Fantasy, Linear",T,9,0,0,193,28,28,Brothers: A Tale of Two Sons,http://www.vgchartz.com/gamedb/?name=Brothers%3A+A+Tale+of+Two+Sons,0
Dota 2,2013-07-09,90,6.5,2,57147,315,12,0,37,32,10644,"General, Fantasy, MOBA, Strategy, Real-Time, MOBA",NA,31,1,0,NA,116,116,Dota 2,NA,NA
The Stanley Parable,2013-10-17,88,8,NA,0,0,0,0,0,47,1839,"Action, Adventure, General, General, 3D, First-Person, Modern",NA,46,1,0,275,66,66,The Stanley Parable,http://www.vgchartz.com/gamedb/?name=The+Stanley+Parable,0
Guacamelee! Gold Edition,2013-08-08,88,7.3,2,8355,71,0,0,16,22,228,"Action, Platformer, Platformer, 2D, 2D",NA,21,1,0,26,9,9,Guacamelee! Gold Edition,NA,0
The Swapper,2013-05-30,87,8.7,2,7010,118,1,0,52,36,483,"Action, Platformer, Platformer, 2D, 2D",NA,35,1,0,79,15,15,The Swapper,http://www.vgchartz.com/gamedb/?name=The+Swapper,0
Europa Universalis IV,2013-08-13,87,8.8,15,557906,4072,71,0,610,34,975,"Strategy, Real-Time, Historic, General, Historic",T,31,3,0,155,17,17, Europa Universalis IV,http://www.vgchartz.com/game/75717/europa-universalis-iv/,0
Gone Home,2013-08-15,86,5.4,NA,0,0,0,0,0,56,2022,"Adventure, 3D, First-Person, Sci-Fi, Sci-Fi",NA,49,7,0,301,165,165, Gone Home,http://www.vgchartz.com/game/79734/gone-home/,0
Pac-Man Championship Edition DX +,2013-09-24,86,7.4,7,15007,178,1,0,45,7,76,"Action, General, General, Arcade",E,7,0,0,10,3,3,Pac-Man Championship Edition DX +,http://www.vgchartz.com/gamedb/?name=Pac-Man+Championship+Edition+DX++,NA
Out of the Park Baseball 14,2013-04-15,86,8.3,NA,0,0,0,0,0,8,63,"Sports, Traditional, Baseball, Management, Management",NA,7,1,0,25,2,2,Out of the Park Baseball 14,http://www.vgchartz.com/gamedb/?name=Out+of+the+Park+Baseball+14,NA
